Date,Open,High,Low,Close,Adj Close,Volume
2017-09-22,11.550000,11.700000,11.520000,11.700000,11.700000,18400
2017-09-25,11.710000,11.944000,11.420000,11.560000,11.560000,15800
2017-09-26,11.730000,11.730000,11.430000,11.490000,11.490000,11100
2017-09-27,11.550000,11.990000,11.360000,11.840000,11.840000,41800
2017-09-28,11.980000,12.880000,11.820000,12.870000,12.870000,135800
2017-09-29,12.900000,13.460000,12.370000,13.450000,13.450000,101000
2017-10-02,14.870000,15.710000,14.000000,14.370000,14.370000,391700
2017-10-03,14.610000,17.395000,14.300000,17.000000,17.000000,458300
2017-10-04,17.170000,17.813999,16.240999,16.580000,16.580000,197200
2017-10-05,16.320000,18.790001,15.010000,18.540001,18.540001,362700
2017-10-06,19.139999,19.600000,18.059999,18.250000,18.250000,441300
2017-10-09,18.000000,18.264999,16.600000,16.700001,16.700001,175900
2017-10-10,16.549999,16.750000,15.820000,16.110001,16.110001,151500
2017-10-11,16.100000,16.200001,15.400000,15.790000,15.790000,207500
2017-10-12,15.700000,15.990000,14.990000,15.490000,15.490000,152700
2017-10-13,15.750000,16.129999,15.260000,15.600000,15.600000,59800
2017-10-16,15.800000,15.940000,15.140000,15.660000,15.660000,90100
2017-10-17,15.700000,16.389999,15.660000,16.139999,16.139999,82800
2017-10-18,16.219999,16.670000,16.200001,16.540001,16.540001,93100
2017-10-19,16.500000,16.540001,16.200001,16.370001,16.370001,56600
2017-10-20,16.370001,16.430000,16.103001,16.270000,16.270000,53400
2017-10-23,16.219999,16.568001,15.600000,16.059999,16.059999,36100
2017-10-24,16.200001,16.370001,15.160000,15.440000,15.440000,51500
2017-10-25,15.600000,15.800000,15.000000,15.120000,15.120000,143900
2017-10-26,15.100000,15.969000,15.100000,15.170000,15.170000,62700
2017-10-27,15.200000,15.569000,15.000000,15.180000,15.180000,25900
2017-10-30,15.000000,16.150000,15.000000,15.710000,15.710000,96300
2017-10-31,15.940000,17.200001,15.940000,17.170000,17.170000,67200
2017-11-01,17.160000,17.180000,16.760000,16.990000,16.990000,47000
2017-11-02,17.000000,17.115000,16.510000,16.920000,16.920000,43000
2017-11-03,16.940001,17.000000,16.610001,16.990000,16.990000,86800
2017-11-06,17.500000,18.420000,16.510000,17.150000,17.150000,140000
2017-11-07,17.049999,17.153000,16.500000,16.670000,16.670000,114900
2017-11-08,16.750000,19.820000,16.070999,18.930000,18.930000,271400
2017-11-09,18.719999,19.934999,18.180000,19.650000,19.650000,86600
2017-11-10,19.420000,20.150000,19.190001,19.559999,19.559999,63700
2017-11-13,19.469999,19.700001,18.129999,18.350000,18.350000,87400
2017-11-14,18.250000,18.250000,17.330000,17.480000,17.480000,132600
2017-11-15,17.459999,17.860001,16.920000,16.959999,16.959999,122600
2017-11-16,16.990000,17.299999,16.761000,17.020000,17.020000,56600
2017-11-17,17.059999,17.100000,16.459999,16.690001,16.690001,43700
2017-11-20,16.850000,16.906000,15.260000,15.360000,15.360000,76100
2017-11-21,15.550000,16.230000,13.440000,15.080000,15.080000,601200
2017-11-22,15.000000,15.000000,13.890000,14.330000,14.330000,122900
2017-11-24,14.380000,14.730000,14.040000,14.380000,14.380000,37000
2017-11-27,14.320000,14.320000,13.020000,13.230000,13.230000,163500
2017-11-28,13.310000,14.470000,13.134000,13.970000,13.970000,105900
2017-11-29,13.880000,13.900000,12.960000,13.010000,13.010000,100400
2017-11-30,13.120000,13.380000,12.650000,13.010000,13.010000,98600
2017-12-01,13.000000,13.860000,12.560000,13.200000,13.200000,158400
2017-12-04,13.200000,14.340000,13.150000,13.540000,13.540000,207700
2017-12-05,13.670000,13.940000,13.350000,13.500000,13.500000,192400
2017-12-06,13.450000,13.700000,13.320000,13.490000,13.490000,86000
2017-12-07,13.750000,15.090000,13.700000,14.940000,14.940000,187000
2017-12-08,15.000000,15.250000,13.800000,13.890000,13.890000,284200
2017-12-11,14.000000,14.440000,13.500000,13.560000,13.560000,85900
2017-12-12,13.990000,14.060000,13.650000,13.830000,13.830000,63400
2017-12-13,13.970000,14.430000,13.750000,14.160000,14.160000,143500
2017-12-14,13.920000,14.430000,13.600000,13.750000,13.750000,123800
2017-12-15,13.700000,14.190000,13.650000,13.910000,13.910000,82500
2017-12-18,14.000000,14.960000,14.000000,14.410000,14.410000,191300
2017-12-19,14.460000,14.625000,14.090000,14.190000,14.190000,44200
2017-12-20,14.350000,14.630000,13.960000,13.970000,13.970000,93100
2017-12-21,14.010000,14.128000,13.800000,13.830000,13.830000,87300
2017-12-22,13.890000,14.045000,13.650000,13.710000,13.710000,40500
2017-12-26,13.710000,14.030000,13.600000,13.970000,13.970000,51300
2017-12-27,13.960000,14.170000,13.710000,14.010000,14.010000,86200
2017-12-28,14.000000,14.230000,13.862000,14.170000,14.170000,66500
